,nameLast,nameGiven,height-plus-weight
5473,Fletcher,Arthur,240.0
5474,Fletcher,Darrin Glen,269.0
5475,Fletcher,Elburt Preston,252.0
5476,Fletcher,Oliver Frank,235.0
5477,Fletcher,George Horace Elliot,
5478,Fletcher,Edward Paul,263.0
5479,Fletcher,Samuel Scott,284.0
5480,Fletcher,Scott Brian,239.0
5481,Fletcher,Thomas Wayne,242.0
5482,Fletcher,Alfred Vanoide,259.0
5483,Flick,Elmer Harrison,237.0
5484,Flick,Lewis Miller,224.0
5485,Flinn,Don Raphael,258.0
5486,Flinn,John Richard,247.0
5487,Flint,Frank Sylvester,252.0
5488,Flitcraft,Hildreth Milton,254.0
5489,Flohr,Moritz Herman,245.0
5490,Flood,Curtis Charles,234.0
5491,Flood,Timothy Andrew,229.0
5492,Flora,Kevin Scot,252.0
5493,Florence,Donald Emery,267.0
5494,Flores,Gilberto,257.0
5495,Flores,Jesse Sandoval,245.0
5496,Flores,Jesus Miguel,283.0
5497,Flores,Jose Carlos,251.0
5498,Flores,Kendry,269.0
5499,Florence,Paul Robert,258.0
5500,Flores,Randy Alan,262.0
5501,Flores,Ramon,260.0
5502,Flores,Ronald Joel,261.0
5503,Flores,Wilmer Alejandro,280.0
5504,Florie,Bryce Bettencourt,257.0
5505,Florimon,Pedro Alexander,259.0
5506,Floro,Dylan Lee,249.0
5507,Flowers,Bennett,271.0
5508,Flowers,Charles Richard,
5509,Flowers,D'Arcy Raymond,241.0
5510,Flowers,Cole Tyler,336.0
5511,Flowers,Charles Wesley,263.0
5512,Floyd,Robert Nathan,253.0
5513,Floyd,Leslie Roe,231.0
5514,Floyd,Cornelius Clifford,297.0
5515,Floyd,Gavin Christopher,321.0
5516,Fluhrer,John Lester,234.0
5517,Flynn,Brian A.,329.0
5518,Flynn,Cornelius Francis Xavier,236.0
5519,Flynn,William,207.0
5520,Flynn,Robert Douglas,236.0
5521,Flynn,Edward J.,234.0
5522,Flynn,George Albert,219.0
5523,Flynn,Joseph Nicholas,
5524,Flynn,John A.,209.0
5525,Flynn,John Anthony,247.0
5526,Flynn,Michael J.,
5527,Flythe,Stuart McGuire,249.0
5528,Fodge,Gene Arlan,247.0
5529,Fogarty,James G.,250.0
5530,Fogarty,John J.,261.0
5531,Fogel,Horace S.,
5532,Fogg,Joshua Smith,279.0
5533,Fohl,Leo Alexander,245.0
5534,Foiles,Henry Lee,267.0
5535,Foley,Charles Joseph,230.0
5536,Foley,John J.,
5537,Foley,Marvis Edwin,267.0
5538,Foley,Raymond Kirwin,244.0
5539,Foley,Thomas James,226.0
5540,Foley,Thomas Michael,248.0
5541,Foley,William Brown,219.0
5542,Foli,Timothy John,251.0
5543,Folkers,Richard Nevin,254.0
5544,Foltynewicz,Michael Gary,296.0
5545,Fondy,Dee Virgil,270.0
5546,Fonseca,Lewis Albert,250.0
5547,Fontenot,Joseph Daniel,259.0
5548,Fontenot,Michael Eugene,234.0
5549,Fontenot,Silton Ray,247.0
5550,Font,Wilmer,341.0
5551,Fonville,Chad Everette,221.0
5552,Foor,James Emerson,244.0
5553,Foote,Barry Clifton,280.0
5554,Foppert,Jesse William,288.0
5555,Foran,James H.,225.0
5556,Forbes,Patrick Joseph,230.0
5557,Force,David W.,194.0
5558,Ford,Benjamin Cooper,279.0
5559,Ford,William Brown,274.0
5560,Ford,Curtis Glenn,220.0
5561,Ford,Darnell Glenn,258.0
5562,Ford,David Alan,266.0
5563,Ford,Darren Scott,259.0
5564,Ford,Edgar Lee,229.0
5565,Ford,Eugene Wyman,242.0
5566,Ford,Eugene Matthew,269.0
5567,Ford,Horace Hills,235.0
5568,Fordham,Thomas James,284.0
5569,Ford,Jon Lewis,272.0
5570,Ford,Matthew Lee,243.0
5571,Ford,Russell William,246.0
5572,Ford,Theodore Henry,250.0
5573,Ford,Thomas Walter,225.0
5574,Ford,Percival Edmund Wentworth,236.0
5575,Ford,Edward Charles,248.0
5576,Fordyce,Brook Alexander,258.0
5577,Foreman,John Davis,218.0
5578,Foreman,Francis Isaiah,232.0
5579,Foreman,August G.,227.0
5580,Forman,William Orange,251.0
5581,Fornataro,Eric Anthony,304.0
5582,Fornieles,Jose Miguel,226.0
5583,Forsch,Robert Herbert,276.0
5584,Forsch,Kenneth Roth,271.0
5585,Forster,Scott Christian,267.0
5586,Forster,Terry Jay,275.0
5587,Forster,Thomas W.,222.0
5588,Forsyth,Edward James,225.0
5589,Forsythe,John Logan,268.0
5590,Fortunato,Bartolome,283.0
5591,Fortune,Garrett Reese,247.0
5592,Fortugno,Timothy Shawn,268.0
5593,Fosnow,Gerald Eugene,271.0
5594,Fossas,Emilio Antonio,267.0
5595,Fosse,Raymond Earl,289.0
5596,Foss,George Dueward,240.0
5597,Foss,Larry Curtis,261.0
5598,Fossum,Casey Paul,233.0
5599,Foster,Alan Benton,252.0
5600,Foster,William Hendrick,268.0
5601,Foster,Edward Lee,
5602,Foster,Edward Cunningham,211.0
5603,Foster,Elmer Ellsworth,248.0
5604,Foster,George Arthur,253.0
5605,Foster,John Norman,272.0
5606,Foster,Kevin Christopher,233.0
5607,Foster,John Kristian,273.0
5608,Foster,Larry Lynn,257.0
5609,Foster,Leonard Norris,236.0
5610,Foster,Clarence Francis,
5611,Foster,Oscar E.,242.0
5612,Foster,Roy,257.0
5613,Foster,Robert G.,
5614,Foster,George,237.0
5615,Foster,Andrew Bishop,272.0
5616,Foster,Steven Eugene,252.0
5617,Fothergill,Robert Roy,300.0
5618,Foucault,Steven Raymond,277.0
5619,Foulke,Keith Charles,267.0
5620,Fournier,Julius Henry,229.0
5621,Fournier,John Frank,267.0
5622,Fouser,William C.,
5623,Foutz,David Luther,235.0
5624,Foutz,Frank Hayes,236.0
5625,Fowler,John Arthur,251.0
5626,Fowler,Joseph Chester,251.0
5627,Fowler,William Dexter,272.0
5628,Fowler,Richard John,291.0
5629,Fowler,Jesse Peter,228.0
5630,Fowlkes,Alan Kim,264.0
5631,Fox,Andrew Junipero,281.0
5632,Fox,William Henry,230.0
5633,Fox,Charles Francis,251.0
5634,Fox,Chad Douglas,254.0
5635,Foxen,William Aloysius,236.0
5636,Fox,Eric Hollis,250.0
5637,Fox,Jacob,
5638,Fox,Howard Francis,285.0
5639,Fox,John T.,255.0
5640,Fox,Jacob Quirin,292.0
5641,Fox,John Joseph,
5642,Fox,Matthew Jacob,265.0
5643,Fox,Jacob Nelson,230.0
5644,Fox,George Bennerd,254.0
5645,Fox,Ervin,236.0
5646,Fox,Terrence Edward,247.0
5647,Foxx,James Emory,267.0
5648,Foy,Joseph Anthony,287.0
5649,Foytack,Paul Eugene,246.0
5650,Frailing,Kenneth Douglas,262.0
5651,Francisco,Louis Benjamin,268.0
5652,Francis,Earl Coleman,284.0
5653,Francisco,Franklin,324.0
5654,Francis,Jeffrey William,297.0
5655,Francoeur,Jeffrey Braden,301.0
5656,Franco,John Anthony,240.0
5657,Franco,Julio Cesar,232.0
5658,Francisco,Juan Ramon,319.0
5659,Franco,Matthew Neil,274.0
5660,Franco,Maikel Antonio,288.0
5661,France,Osman Beverly,223.0
5662,Francis,Ray James,255.0
5663,Francona,Terry Jon,263.0
5664,Francona,John Patsy,261.0
5665,Frandsen,Kevin Vincent,262.0
5666,Franklin,,
5667,Frank,Charles,240.0
5668,Frank,John Frederick,231.0
5669,Frankhouse,Frederick Meloy,246.0
5670,Franks,Herman Louis,257.0
5671,Franklin,Jack Wilford,241.0
5672,Franklin,John William,254.0
5673,Franklin,Micah Ishanti,277.0
5674,Frank,Stephen Michael,259.0
5675,Franklin,Murray Asher,247.0
5676,Franklin,Nicholas Edward,263.0
5677,Franklin,Ryan Ray,265.0
5678,Franklin,Gary Wayne,269.0
5679,Frascatore,John Vincent,273.0
5680,Fraser,Charles Carrolton,258.0
5681,Fraser,William Patrick,273.0
5682,Frazier,Victor Patrick,254.0
5683,Frasor,Jason Andrew,249.0
5684,Frazer,George K.,
5685,Frazier,Adam Timothy,250.0
5686,Frazier,George Allen,282.0
5687,Frazier,Jeffrey Michael,270.0
5688,Frazier,Joseph Filmore,252.0
5689,Frazier,Arthur Louis,249.0
5690,Frazier,Todd Brian,295.0
5691,Frederick,John Henry,236.0
5692,Frederick,Kevin Albert Francis,288.0
5693,Fredrickson,Scott Eric,295.0
5694,Freed,Edwin Charles,231.0
5695,Freed,Roger Vernon,262.0
5696,Freehan,William Ashley,278.0
5697,Freel,Ryan Paul,255.0
5698,Freeman,John Frank,238.0
5699,Freeman,Alexander Vernon,237.0
5700,Freeman,Raphael,274.0
5701,Freeman,Frederick Charles,297.0
5702,Freeman,Harvey Bayard,230.0
5703,Freeman,Hershell Baskin,295.0
5704,Freeman,Frank Ellsworth,294.0
5705,Freeman,Jimmy Lee,256.0
5706,Freeman,John Edward,228.0
5707,Freeman,Julius Benjamin,
5708,Freeman,Justin Michael,246.0
5709,Freeman,LaVel Maurice,239.0
5710,Freeman,Mark Price,296.0
5711,Freeman,Marvin,279.0
5712,Freeman,Michael Barrett,262.0
5713,Freeman,Samuel Douglas,251.0
5714,Freese,David Richard,299.0
5715,Freese,George Walter,262.0
5716,Freese,Eugene Lewis,246.0
5717,Freeze,Carl Alexander,218.0
5718,Fregosi,James Louis,263.0
5719,Freiburger,Vern Donald,243.0
5720,Freigau,Howard Earl,230.0
5721,Freiman,Nathan Samuel,325.0
5722,Freire,Alejandro,299.0
5723,Freisleben,David James,266.0
5724,Freitas,Antonio,229.0
5725,French,William Henry,
5726,French,Charles Calvin,206.0
5727,French,Richard James,248.0
5728,French,Lawrence Herbert,268.0
5729,French,Lucas Stephen,296.0
5730,French,Frank Alexander,253.0
5731,French,Raymond Edward,227.0
5732,French,Walter Edward,222.0
5733,Frey,Benjamin Rudolph,235.0
5734,Frey,James Gottfried,239.0
5735,Frey,Linus Reinhard,230.0
5736,Frey,Steven Francis,239.0
5737,Frias,Carlos David,271.0
5738,Frias,Hanley,232.0
5739,Frias,Jesus Maria,229.0
5740,Friberg,Bernard Albert,249.0
5741,Fricano,Marion John,242.0
5742,Frick,Ford Christopher,
5743,Friday,Grier William,241.0
5744,Fridley,James Riley,279.0
5745,Friedrichs,Robert George,236.0
5746,Friedrich,Christian Louis Patrick,291.0
5747,Fried,Arthur Edwin,221.0
5748,Friel,William Edward,235.0
5749,Friel,Patrick Henry,241.0
5750,Friend,Robert Bartmess,262.0
5751,Friend,Daniel Sebastian,244.0
5752,Freund,Lawrence Joseph,250.0
5753,Friend,Owen Lacey,253.0
5754,Frierson,Robert Lawrence,270.0
5755,Frieri,Ernesto,277.0
5756,Fries,Peter Martin,228.0
5757,Frill,John Edmond,240.0
5758,Frink,Frederick Ferdinand,253.0
5759,Frisbee,Charles Augustus,244.0
5760,Frisch,Frank Francis,236.0
5761,Frisella,Daniel Vincent,257.0
5762,Frisk,John Emil,263.0
5763,Fritz,Charles Cornelius,
5764,Fritz,Harry Koch,238.0
5765,Fritz,Laurence Joseph,299.0
5766,Froats,William John,252.0
5767,Frobel,Douglas Steven,272.0
5768,Frock,Samuel William,240.0
5769,Froehlich,Albert George,
5770,Frohwirth,Todd Gerard,266.0
5771,Fromme,Arthur Henry,250.0
5772,Frost,Carl David,313.0
5773,Fruto,Emiliano Ricardo,305.0
5774,Frye,Charlie Andrew,248.0
5775,Frye,Jeffrey Dustin,249.0
5776,Fryer,Eric Joseph,289.0
5777,Fry,Jerry Ray,257.0
5778,Fry,Johnson,223.0
5779,Fryman,David Travis,253.0
5780,Fryman,Woodrow Thompson,272.0
5781,Fuchs,Charles Thomas,236.0
5782,Fuchs,Emil Edwin,
5783,Fuentes,Brian Christopher,306.0
5784,Fuentes,Miguel,232.0
5785,Fuentes,Michael Jay,265.0
5786,Fuentes,Reymond Louis,232.0
5787,Fuentes,Rigoberto,246.0
5788,Fuhrman,Alfred George,256.0
5789,Fuhr,Oscar Lawrence,248.0
5790,Fujikawa,Kyuji,262.0
5791,Fukudome,Kosuke,272.0
5792,Fukumori,Kazuo,247.0
5793,Fulchino,Jeffrey Joseph,346.0
5794,Fuld,Samuel Babson,249.0
5795,Fulghum,James Lavoisier,233.0
5796,Fulgham,John Thomas,279.0
5797,Fullerton,Curtis Hooper,234.0
5798,Fuller,Edward Aston White,230.0
5799,Fuller,Frank Edward,217.0
5800,Fuller,Henry W.,228.0
5801,Fuller,James Hardy,290.0
5802,Fuller,John Edward,254.0
5803,Fuller,Charles F.,236.0
5804,Fuller,William Benjamin,223.0
5805,Fuller,Vernon Gordon,243.0
5806,Fullis,Charles Philip,239.0
5807,Fullmer,Bradley Ryan,258.0
5808,Fulmer,Carson Springer,267.0
5809,Fulmer,Charles John,230.0
5810,Fulmer,Christopher,233.0
5811,Fulmer,Michael Joseph,285.0
5812,Fulmer,Washington Fayette,249.0
5813,Fulton,William David,270.0
5814,Fultz,Richard Aaron,268.0
5815,Fultz,David Lewis,241.0
5816,Funderburk,Mark Clifford,302.0
5817,Funk,Franklin Ray,247.0
5818,Funk,Elias Calvin,228.0
5819,Funk,Thomas James,284.0
5820,Furbush,Charles Roderick,292.0
5821,Furcal,Rafael,263.0
5822,Furillo,Carl Anthony,262.0
5823,Furmaniak,Jason Joseph,262.0
5824,Fussell,Christopher Wren,259.0
5825,Fusselback,Edward L.,222.0
5826,Fussell,Frederick Morris,225.0
5827,Fusselman,Lester Leroy,268.0
5828,Fyhrie,Michael Edwin,264.0
5829,Gabbard,Kason Ronald,275.0
5830,Gabino,Armando Leisdeker,285.0
5831,Gabler,Frank Harold,248.0
5832,Gabler,William Louis,263.0
5833,Gabler,John Richard,239.0
5834,Gables,Kenneth Harlin,281.0
5835,Gabrielson,Leonard Hilbourne,285.0
5836,Gabrielson,Leonard Gary,286.0
5837,Gaddy,John Wilson,254.0
5838,Gaedel,Edward Carl,108.0
5839,Gaetti,Gary Joseph,252.0
5840,Gaff,Brent Allen,274.0
5841,Gaffke,Fabian Sebastian,255.0
5842,Gaffney,John H.,
5843,Gagliano,Philip Joseph,253.0
5844,Gagliano,Ralph Michael,241.0
5845,Gagne,Eric Serge,269.0
5846,Gagne,Gregory Carpenter,256.0
5847,Gagnier,John Edward,239.0
5848,Gagnon,Harold Dennis,225.0
5849,Geggus,Charles Frederick,217.0
5850,Gaillard,Julian Edward,253.0
5851,Gainer,Dellas Clinton,252.0
5852,Gainer,Johnathan Keith,262.0
5853,Gaines,Arnesta Joe,263.0
5854,Gaines,Willard Roland,252.0
5855,Gainey,Telmanch,263.0
5856,Gaiser,Frederick Jacob,
5857,Gajkowski,Stephen Robert,274.0
5858,Gakeler,Daniel Michael,293.0
5859,Galan,August John,247.0
5860,Galante,Matthew Joseph,223.0
5861,Galarraga,Andres Jose,310.0
5862,Galarraga,Armando Antonio,305.0
5863,Galasso,Robert Joseph,278.0
5864,Galatzer,Milton,238.0
5865,Galehouse,Dennis Ward,268.0
5866,Gale,Richard Blackwell,304.0
5867,Gale,Rocky Michael,258.0
5868,Gallagher,Alan Mitchell Edward George Patrick Henry,252.0
5869,Gallagher,William J.,
5870,Gallagher,Robert Collins,260.0
5871,Gallagher,David Thomas,252.0
5872,Gallagher,Douglas Eugene,270.0
5873,Gallagher,Edward Michael,271.0
5874,Gallagher,Lawrence Kirby,223.0
5875,Gallagher,John Laurence,245.0
5876,Galligan,Peter F.,
5877,Gallagher,John Carroll,226.0
5878,Gallagher,Joseph Emmett,284.0
5879,Gallagher,Sean Patrick,294.0
5880,Gallagher,Charles William,
5881,Gallagher,William Howard,
5882,Gallardo,Yovani,279.0
5883,Gallego,Michael Anthony,228.0
5884,Galle,Stanley Joseph,232.0
5885,Gallia,Melvin Allys,237.0
5886,Galligan,John T.,230.0
5887,Gallivan,Philip Joseph,242.0
5888,Gall,John Christopher,267.0
5889,Galloway,Clarence Edward,228.0
5890,Galloway,James Cato,262.0
5891,Gallo,Joseph Nicholas,312.0
5892,Gallo,Michael Dwain,242.0
5893,Galvez,Balvino,242.0
5894,Galvis,Freddy Jose,255.0
5895,Galvin,James Joseph,251.0
5896,Galvin,John A.,245.0
5897,Galvin,James Louis,
5898,Galvin,James Francis,258.0
5899,Gamble,Robert,225.0
5900,Gamble,John Robert,235.0
5901,Gamble,Lee Jesse,243.0
5902,Gamble,Oscar Charles,231.0
5903,Gamboa,Eduardo Avila,288.0
5904,Gamel,Benjamin Joseph,256.0
5905,Gamel,Mathew Lawrence,293.0
5906,Gammons,John Ashley,241.0
5907,Gandarillas,Gustavo,262.0
5908,Gandil,Arnold,263.0
5909,Gandy,Robert Brinkley,255.0
5910,Ganley,Robert Stephen,223.0
5911,Gannon,William Patrick,239.0
5912,Gannon,James Edward,225.0
5913,Gannon,Michael Joseph,
5914,Gantenbein,Joseph Steven,237.0
5915,Gant,John Michael,275.0
5916,Gantner,James Elmer,252.0
5917,Gant,Ronald Edwin,244.0
5918,Ganzel,Foster Pirie,242.0
5919,Ganzel,Charles William,233.0
5920,Ganzel,John Henry,267.0
5921,Garabito,Eddy Jorge,254.0
5922,Garagiola,Joseph Henry,262.0
5923,Garagozzo,Keith John,242.0
5924,Garate,Victor J.,283.0
5925,Garbark,Robert Michael,249.0
5926,Garbark,Nathaniel Michael,272.0
5927,Garbey,Barbaro,240.0
5928,Garber,Robert Mitchell,263.0
5929,Garber,Henry Eugene,245.0
5930,Garbowski,Alexander,258.0
5931,Garces,Frank Yeury,246.0
5932,Garces,Richard Aron,322.0
5933,Garcia,Adonis,274.0
5934,Garcia,Amaury Miguel,230.0
5935,Garcia,Anderson,254.0
5936,Garcia,Avisail Antonio,316.0
5937,Garcia,Carlos Jesus,258.0
5938,Garcia,Vinicio Otilio,238.0
5939,Garcia,Christian J.,307.0
5940,Garcia,Damaso Domingo,238.0
5941,Garcia,Daniel Raphael,255.0
5942,Garcia,Daniel Joseph,252.0
5943,Garcia,David,257.0
5944,Garcia,Freddy Adrian,264.0
5945,Garcia,Freddy Antonio,326.0
5946,Garcia,Greg Joseph,262.0
5947,Garcia,Guillermo Antonio,290.0
5948,Garcia,Harvey Anderson,244.0
5949,Casilla,Santiago,282.0
5950,Garcia,Jaime Omar,289.0
5951,Garcia,Jason Emilio,257.0
5952,Garcia,Jesus Jesse,225.0
5953,Garcia,Jose Luis,236.0
5954,Garcia,Gustavo Karim,282.0
5955,Garcia,Alfonso Rafael,251.0
5956,Garcia,Leonardo Antonio,228.0
5957,Garcia,Leury,238.0
5958,Garcia,Luis Rafael,247.0
5959,Garcia,Luis Carlos,290.0
5960,Garcia,Luis Amado,305.0
5961,Garcia,Edward Miguel,268.0
5962,Garcia,Miguel Angel,244.0
5963,Garcia,Michael R.,294.0
5964,Garciaparra,Anthony Nomar,237.0
5965,Garcia,Onelki,300.0
5966,Garcia,Pedro Modesto,245.0
5967,Garcia,Ramon,240.0
5968,Garcia,Ralph,267.0
5969,Garcia,Ramon Antonio,274.0
5970,Garcia,Reynaldo,245.0
5971,Garcia,Rosman Jose,289.0
5972,Garcia,Yimi,293.0
5973,Gardella,Alfred Stephen,242.0
5974,Gardella,Daniel Lewis,227.0
5975,Gardenhire,Ronald Clyde,247.0
5976,Gardiner,Arthur Cecil,
5977,Gardiner,Michael James,257.0
5978,Gardner,Alexander,
5979,Gardner,Arthur Junior,246.0
5980,Gardner,William A.,
5981,Gardner,William Frederick,242.0
5982,Gardner,Brett M.,266.0
5983,Gardner,Christopher John,247.0
5984,Gardner,Earle McClurkin,231.0
5985,Gardner,Franklin Washington,
5986,Gardner,Miles Glenn,251.0
5987,Gardner,Harry Ray,254.0
5988,Gardner,Jeffrey Scott,236.0
5989,Gardner,James Andrew,
5990,Gardner,William Lawrence,233.0
5991,Gardner,Terrence Lee,291.0
5992,Gardner,Mark Allan,263.0
5993,Gardner,Raymond Vincent,213.0
5994,Gardner,Richard Frank,249.0
5995,Gardner,Wesley Brian,273.0
5996,Garfield,William Milton,231.0
5997,Garibaldi,Arthur Edward,233.0
5998,Garibaldi,Robert Roy,286.0
5999,Garibay,Daniel,222.0
6000,Garko,Ryan Francis,299.0
6001,Garland,Jon Steven,288.0
6002,Garland,Louis Lyman,274.0
6003,Garland,Marcus Wayne,267.0
6004,Garman,Michael Douglas,270.0
6005,Garms,Debs C.,233.0
6006,Garner,Robert Cole,289.0
6007,Garneau,Dustin Thomas,272.0
6008,Garner,Percival,300.0
6009,Garner,Philip Mason,245.0
6010,Garoni,William,238.0
6011,Garrett,Henry Adrian,260.0
6012,Garrett,Clarence Raymond,262.0
6013,Garrett,Gregory,272.0
6014,Garrelts,Scott William,271.0
6015,Garrett,Ronald Wayne,246.0
6016,Garriott,Virgil Cecil,233.0
6017,Garrison,Clifford William,252.0
6018,Garrison,Robert Ford,250.0
6019,Garrido,Gil Gonzalo,219.0
6020,Garrity,Francis Joseph,258.0
6021,Garrison,Stevenson Nathaniel,268.0
6022,Garrison,Webster Leotis,241.0
6023,Garr,Ralph Allen,256.0
6024,Garry,James Thomas,235.0
6025,Garton,Ryan Patrick,256.0
6026,Garver,Ned Franklin,250.0
6027,Garvey,Steven Patrick,262.0
6028,Garvin,Theodore Jared,270.0
6029,Garvin,Virgil Lee,235.0
6030,Garza,Matthew Scott,296.0
6031,Gaspar,Harry Lambert,252.0
6032,Gaspar,Rodney Earl,236.0
6033,Gassaway,Charles Cason,284.0
6034,Gassner,David K.,264.0
6035,Gastall,Thomas Everett,261.0
6036,Gastfield,Edward,224.0
6037,Gast,John Walter,264.0
6038,Gaston,Alexander Nathaniel,239.0
6039,Gaston,Clarence Edwin,265.0
6040,Gaston,Nathaniel Milton,258.0
6041,Gaston,Welcome Thornburg,
6042,Gastright,Henry Carl,264.0
6043,Gates,Brent Robert,253.0
6044,Gates,Joseph Daniel,242.0
6045,Gates,Michael Grant,237.0
6046,Gatewood,Aubrey Lee,243.0
6047,Gathright,Joey Renard,245.0
6048,Gatins,Frank Anthony,231.0
6049,Gattis,James Evan,346.0
6050,Gaub,John David,284.0
6051,Gaudet,James Jennings,257.0
6052,Gaudin,Chad Edward,260.0
6053,Gaule,Michael John,
6054,Gausman,Kevin John,265.0
6055,Gautreau,Walter Paul,193.0
6056,Gautreaux,Sidney Allen,258.0
6057,Gavern,,
6058,Gaw,George Joseph,251.0
6059,Gazella,Michael,232.0
6060,Gear,Dale Dudley,236.0
6061,Gearhart,Lloyd William,251.0
6062,Gearin,Dennis John,212.0
6063,Gearrin,Cory Nathanial,275.0
6064,Geary,Robert Norton,239.0
6065,Geary,Geoffrey Michael,252.0
6066,Geary,Eugene Francis Joseph,240.0
6067,Gebhard,Robert Henry,284.0
6068,Gebrian,Peter,242.0
6069,Geddes,James Lee,274.0
6070,Gedeon,Elmer John,272.0
6071,Gedeon,Elmer Joseph,239.0
6072,Gedman,Richard Leo,282.0
6073,Gedney,Alfred W.,209.0
6074,Gee,Dillon Kyle,278.0
6075,Gee,John Alexander,306.0
6076,Geer,William Henry Harrison,228.0
6077,Geer,Joshua Brent,270.0
6078,Gehringer,Charles Leonard,251.0
6079,Gehring,Henry,
6080,Gehrig,Henry Louis,272.0
6081,Gehrman,Paul Arthur,267.0
6082,Geier,Philip Louis,212.0
6083,Geiger,Gary Merle,240.0
6084,Geiss,William J.,234.0
6085,Geisel,John David,285.0
6086,Geishert,Vernon William,288.0
6087,Geiss,Emil August,241.0
6088,Gelbert,Charles Magnus,241.0
6089,Gelnar,John Richard,259.0
6090,Geltz,Steven Andrew,280.0
6091,Genewich,Joseph Edward,246.0
6092,Genins,C. Frank,
6093,Gennett,Ryan Joseph,255.0
6094,Genovese,George Michael,226.0
6095,Gentile,James Edward,285.0
6096,Gentile,Samuel Christopher,251.0
6097,Gentry,Craig Alan,264.0
6098,Gentry,Gary Edward,242.0
6099,Gentry,Harvey William,242.0
6100,Gentry,James Ruffus,253.0
6101,George,Alex Thomas M.,241.0
6102,George,William,233.0
6103,George,Christopher Sean,274.0
6104,George,Christopher Coleman,274.0
6105,George,Charles Peter,274.0
6106,George,Thomas Edward,227.0
6107,Georgy,Oscar John,255.0
6108,Geraghty,Benjamin Raymond,246.0
6109,Gerard,David Frederick,279.0
6110,Gerber,Craig Stuart,247.0
6111,Gerberman,George Alois,252.0
6112,Gerber,Walter,222.0
6113,Geren,Robert Peter,280.0
6114,Gerhardt,John Joseph,232.0
6115,Gerhart,Harold Kenneth,262.0
6116,Gerhardt,Allen Russell,244.0
6117,Gerheauser,Albert,265.0
6118,Gerken,George Herbert,246.0
6119,Gerkin,Stephen Paul,235.0
6120,Gerlach,John Glenn,234.0
6121,German,Esteban,264.0
6122,German,Franklyn Miguel,339.0
6123,Germano,Justin William,284.0
6124,German,Lester Stanley,233.0
6125,Germen,Gonzalez German,273.0
6126,Gernert,Richard Edward,284.0
6127,Gerner,Edwin Frederick,243.0
6128,Geronimo,Cesar Francisco,237.0
6129,Gertenrich,Louis Wilhelm,243.0
6130,Gerut,Joseph Diego,262.0
6131,Gervais,Lucien Edward,235.0
6132,Gervacio,Samuel,247.0
6133,Gessler,Henry Homer,250.0
6134,Gessner,Charles R.,
6135,Gettel,Allen Jones,275.0
6136,Gettis,Byron Earl,312.0
6137,Gettig,Charles Henry,242.0
6138,Gettinger,Lewis Thomas Leyton,250.0
6139,Gettman,Jacob John,256.0
6140,Getz,Christopher Ryan,257.0
6141,Getz,Gustave,236.0
6142,Getzien,Charles H.,242.0
6143,Geyer,Jacob Bowman,240.0
6144,Geygan,James Edward,241.0
6145,Gharrity,Edward Patrick,240.0
6146,Ghelfi,Anthony Paul,260.0
6147,Giallombardo,Robert Paul,247.0
6148,Giambi,Jason Gilbert,315.0
6149,Giambi,Jeremy Dean,257.0
6150,Giannini,Joseph Francis,223.0
6151,Giannelli,Raymond John,267.0
6152,Giard,Joseph Oscar,240.0
6153,Giarratano,Anthony James,252.0
6154,Giavotella,Johnny Arthur,253.0
6155,Gibbons,Jay Jonathan,267.0
6156,Gibbon,Joseph Charles,276.0
6157,Gibbons,John Michael,258.0
6158,Gibbs,Jerry Dean,252.0
6159,Gibralter,Stephan Benson,257.0
6160,Gibson,Robert,262.0
6161,Gibson,Robert Louis,267.0
6162,Gibson,Charles Ellsworth,232.0
6163,Gibson,Charles Griffin,228.0
6164,Gibson,Derrick Lamont,318.0
6165,Gibson,Frank Gilbert,244.0
6166,Gibson,George C.,261.0
6167,Gibson,Joshua,293.0
6168,Gibson,Kirk Harold,290.0
6169,Gibson,Kyle Benjamin,293.0
6170,Gibson,Norwood Ringold,235.0
6171,Gibson,Paul Marshall,237.0
6172,Gibson,Robert Murray,260.0
6173,Gibson,John Russell,268.0
6174,Gibson,Samuel Braxton,272.0
6175,Gibson,Leighton P.,247.0
6176,Gick,George Edward,262.0
6177,Gideon,Byron Brett,274.0
6178,Gideon,James Leslie,265.0
6179,Giebell,Floyd George,246.0
6180,Giebel,Joseph Henry,245.0
6181,Giel,Paul Robert,256.0
