,nameLast,nameGiven,height-plus-weight
8974,Kelly,Patrick Franklin,252.0
8975,Kelly,Albert Michael,236.0
8976,Kelly,Reynolds Joseph,255.0
8977,Kelly,Roberto Conrado,254.0
8978,Kelly,William Ryan,254.0
8979,Kelly,R. B.,259.0
8980,Kelly,Jay Thomas,259.0
8981,Kelly,Tyler Patrick,252.0
8982,Kelly,Van Howard,251.0
8983,Kelsey,George William,220.0
8984,Kelso,William Eugene,291.0
8985,Keltner,Kenneth Frederick,262.0
8986,Kelton,David Wayne,275.0
8987,Kelty,John James,245.0
8988,Kemmer,William Edward,269.0
8989,Kemmerer,Russell Paul,272.0
8990,Kemmler,Rudolph,277.0
8991,Kemner,Herman John,245.0
8992,Kemp,Matthew Ryan,286.0
8993,Kemp,Steven F.,267.0
8994,Kemp,Anthony Allen,231.0
8995,Kendall,Fred Lyn,258.0
8996,Kendall,Jason Daniel,253.0
8997,Kenders,Albert Daniel George,257.0
8998,Kendrick,Howard Joseph,291.0
8999,Kendrick,Kyle Rodney,295.0
9000,Kenna,Edward Benninghaus,252.0
9001,Kenna,Edward Aloysius,217.0
9002,Kennedy,Adam Thomas,266.0
9003,Kenney,Arthur Joseph,247.0
9004,Kennedy,William Gorman,248.0
9005,Kennedy,William Aulton,269.0
9006,Kennedy,Robert Daniel,267.0
9007,Kennedy,William Park,231.0
9008,Kennedy,Michael Joseph,254.0
9009,Kennedy,Edward,216.0
9010,Kennedy,William Edward,227.0
9011,Kennedy,Ian Patrick,272.0
9012,Kenney,Gerald Tennyson,243.0
9013,Kennedy,James Earl,229.0
9014,Kennedy,James C.,
9015,Kenney,John J.,
9016,Kennedy,John Irvin,245.0
9017,Kennedy,John Edward,257.0
9018,Kennedy,Joseph Darley,303.0
9019,Kennedy,Junior Raymond,246.0
9020,Kennedy,Kevin Curtis,269.0
9021,Kennedy,Montia Calvin,259.0
9022,Kennedy,Raymond Lincoln,234.0
9023,Kennedy,Sherman Montgomery,235.0
9024,Kennedy,Theodore A.,246.0
9025,Kennedy,Terrance Edward,295.0
9026,Kennedy,Lloyd Vernon,247.0
9027,Kensing,Logan French,263.0
9028,Kent,Edward C.,218.0
9029,Kent,Jeffrey Franklin,258.0
9030,Kent,Maurice Allen,240.0
9031,Kent,Steven Patrick,241.0
9032,Kenworthy,William Jennings,232.0
9033,Kenworthy,Richard Lee,239.0
9034,Keough,Joseph William,257.0
9035,Keough,Richard Martin,252.0
9036,Keough,Matthew Lon,265.0
9037,Kepler,Maximilian,281.0
9038,Keppel,Robert Griffin,292.0
9039,Keppinger,Jeffrey Scott,257.0
9040,Kepshire,Kurt David,253.0
9041,Kerfeld,Charles Patrick,303.0
9042,Keriazakos,Constantine Nicholas,262.0
9043,Kerins,John Nelson,247.0
9044,Kirksieck,Wayman William,256.0
9045,Kerlin,Orie Milton,216.0
9046,Kernan,Joseph,
9047,Kern,William George,258.0
9048,Kernek,George Boyd,245.0
9049,Kern,James Lester,262.0
9050,Kerns,Russell Eldon,260.0
9051,Kerr,John Joseph,249.0
9052,Kerr,Richard Henry,222.0
9053,Kerr,John Jonas,260.0
9054,Kerrigan,Joseph Thomas,282.0
9055,Kerr,John Francis,226.0
9056,Kerr,John Melville,226.0
9057,Kershaw,Clayton Edward,301.0
9058,Kershner,Jason Ashley,239.0
9059,Kerwin,Daniel Patrick,233.0
9060,Kessinger,Donald Eulon,243.0
9061,Kessinger,Robert Keith,259.0
9062,Kessler,Henry,214.0
9063,Kester,Richard Lee,262.0
9064,Ketchum,Frederick L.,225.0
9065,Ketchum,Augustus Franklin,239.0
9066,Ketter,Philip,
9067,Keuchel,Dallas,280.0
9068,Keupper,Henry John,258.0
9069,Key,James Edward,258.0
9070,Keyser,Brian Lee,253.0
9071,Khalifa,Sam,241.0
9072,Kibbie,Horace Kent,220.0
9073,Kibble,John Westly,223.0
9074,Kickham,Michael Joseph,296.0
9075,Kida,Masao,285.0
9076,Kieboom,Spencer John,282.0
9077,Kiecker,Dana Ervin,255.0
9078,Kiefer,Joseph William,261.0
9079,Kiefer,Mark Andrew,251.0
9080,Kiefer,Steven George,248.0
9081,Kiekhefer,Dean Allen,247.0
9082,Kielty,Robert Michael,298.0
9083,Kiely,John Francis,285.0
9084,Kiely,Leo Patrick,254.0
9085,Kienzle,William,234.0
9086,Kiermaier,Kevin James,288.0
9087,Kieschnick,Michael Brooks,301.0
9088,Kieschnick,Roger Keith,300.0
9089,Kiger,Mark Winston,251.0
9090,Kilby,Brad Thomas,308.0
9091,Kilduff,Peter John,222.0
9092,Kile,Darryl Andrew,262.0
9093,Kiley,John Frederick,214.0
9094,Kilgus,Paul Nelson,248.0
9095,Kilhullen,Joseph Isadore,244.0
9096,Kilkenny,Michael David,250.0
9097,Killefer,William,240.0
9098,Killeen,Evans Henry,262.0
9099,Killen,Frank Bissell,273.0
9100,Killebrew,Harmon Clayton,267.0
9101,Killeen,Henry F.,219.0
9102,Killefer,Wade,244.0
9103,Killian,Edwin Henry,241.0
9104,Killilay,John William,236.0
9105,Kilroy,Matthew Aloysius,244.0
9106,Kilroy,Michael Joseph,251.0
9107,Kimball,Cole A.,315.0
9108,Kimball,Eugene Boynton,230.0
9109,Kimball,Newell Whitney,264.0
9110,Kimberlin,Harry Lydle,250.0
9111,Kimber,Samuel Jackson,235.0
9112,Kimble,Richard Lewis,229.0
9113,Kimbrel,Craig Michael,291.0
9114,Kim,Byung-Hyun,247.0
9115,Kime,Harold Lee,229.0
9116,Kim,Hyun Soo,284.0
9117,Kimm,Bruce Edward,246.0
9118,Kimmick,Walter Lyons,245.0
9119,Kimsey,Clyde Elias,274.0
9120,Kim,Sun-Woo,254.0
9121,Kindall,Gerald Donald,249.0
9122,Kinder,Ellis Raymond,267.0
9123,Kiner,Ralph McPherran,269.0
9124,King,Charles Gilbert,264.0
9125,King,Clyde Edward,248.0
9126,King,Curtis Albert,277.0
9127,Kingdon,Westcott William,216.0
9128,Kingery,Michael Scott,252.0
9129,King,Eric Steven,254.0
9130,King,Harold,273.0
9131,King,Jeffrey Wayne,248.0
9132,King,James Hubert,257.0
9133,King,Kevin Ray,246.0
9134,King,Edward Lee,220.0
9135,King,Edward Lee,228.0
9136,King,Lynn Paul,234.0
9137,King,Marshall Ney,245.0
9138,Kingman,Brian Paul,274.0
9139,Kingman,David Arthur,288.0
9140,Kingman,Henry Lees,238.0
9141,King,Nelson Joseph,263.0
9142,King,Raymond Keith,298.0
9143,King,Samuel Warren,
9144,Kingsale,Eugene Humphrey,265.0
9145,King,Charles Frederick,242.0
9146,King,Stephen F.,244.0
9147,Kinkade,Michael Arthur,283.0
9148,Kinloch,William Francis,
9149,Kinney,Dennis Paul,248.0
9150,Kinney,Joshua Thomas,292.0
9151,Kinney,Matthew John,297.0
9152,Kinney,Walter William,260.0
9153,Kinnunen,Michael John,258.0
9154,Kinsella,Robert Francis,234.0
9155,Kinsella,Edward William,248.0
9156,Kinsler,William H.,
9157,Kinsler,Ian Michael,272.0
9158,Kinslow,Thomas F.,230.0
9159,Kintzler,Brandon Lee,262.0
9160,Kinzer,Matthew Roy,284.0
9161,Kinzie,Walter Henry,231.0
9162,Kinzy,Harry Hersel,261.0
9163,Kipnis,Jason Michael,266.0
9164,Kipper,Robert Wayne,274.0
9165,Kippert,Edward August,250.0
9166,Kipper,Thornton John,265.0
9167,Kipp,Fred Leo,276.0
9168,Kirby,Clayton Laws,250.0
9169,Kirby,James Herschel,246.0
9170,Kirby,John F.,240.0
9171,Kirby,LaRue,257.0
9172,Kirby,Wayne Leonard,256.0
9173,Kircher,Michael Andrew,252.0
9174,Kirk,William Partlemore,237.0
9175,Kirke,Judson Fabian,267.0
9176,Kirkland,Willie Charles,279.0
9177,Kirkman,Michael Scott,291.0
9178,Kirkpatrick,Edgar Leon,266.0
9179,Kirkpatrick,Enos Claire,245.0
9180,Kirk,Thomas Daniel,252.0
9181,Kirkwood,Donald Paul,250.0
9182,Kirrene,Joseph John,269.0
9183,Kirsch,Harry Louis,241.0
9184,Kiser,Garland Routhard,265.0
9185,Kish,Ernest Alexander,239.0
9186,Kisinger,Charles Samuel,262.0
9187,Kison,Bruce Eugene,254.0
9188,Kissinger,William Francis,256.0
9189,Kitsos,Christopher Anestos,234.0
9190,Kitson,Frank R.,236.0
9191,Kittle,Ronald Dale,276.0
9192,Kittridge,Malachi Jeddidah,237.0
9193,Kivlehan,Patrick Anthony,289.0
9194,Klaerner,Hugo Emil,261.0
9195,Klages,Frederick Albert Antony,259.0
9196,Klassen,Daniel Victor,247.0
9197,Klaus,William Joseph,229.0
9198,Klaus,Robert Francis,240.0
9199,Klawitter,Albert Herman,258.0
9200,Klawitter,Thomas Carl,264.0
9201,Klee,Ollie Chester,229.0
9202,Klein,Charles Herbert,257.0
9203,Kleine,Harold John,267.0
9204,Klein,Louis Frank,238.0
9205,Kleinke,Norbert George,243.0
9206,Klein,Phil William,334.0
9207,Kleinow,John Peter,235.0
9208,Kleinhans,Theodore Otto,242.0
9209,Klem,William Joseph,222.0
9210,Klepfer,Edward Lloyd,257.0
9211,Klesko,Ryan Anthony,295.0
9212,Kleven,Jay Allen,264.0
9213,Klieman,Edward Frederick,263.0
9214,Klimchock,Louis Stephen,251.0
9215,Klimkowski,Ronald Bernard,264.0
9216,Kline,Robert George,275.0
9217,Kline,John Robert,251.0
9218,Kline,Ronald Lee,280.0
9219,Kline,Steven Jack,275.0
9220,Kline,Steven James,274.0
9221,Kling,William,262.0
9222,Klinger,Robert Harold,252.0
9223,Kling,John,229.0
9224,Klinger,Joseph John,262.0
9225,Kling,Rudolph A.,248.0
9226,Klingenbeck,Scott Edward,279.0
9227,Klink,Joseph Charles,241.0
9228,Klippstein,John Calvin,246.0
9229,Klobedanz,Frederick Augustus,261.0
9230,Klopp,Stanley Harold,253.0
9231,Kloza,John Clarence,251.0
9232,Kluber,Corey Scott,291.0
9233,Klugmann,Josie,246.0
9234,Klumpp,Elmer Edward,256.0
9235,Klusman,William F.,255.0
9236,Kluszewski,Theodore Bernard,299.0
9237,Kluttz,Clyde Franklin,265.0
9238,Klutts,Gene Ellis,241.0
9239,Kmak,Joseph Robert,272.0
9240,Knabe,Franz Otto,243.0
9241,Knackert,Brent Bradley,260.0
9242,Knapp,Robert Christian,272.0
9243,Knaupp,Henry Antone,234.0
9244,Knauss,Frank H.,240.0
9245,Knebel,Corey Andrew,296.0
9246,Kneisch,Rudolph Frank,245.0
9247,Knell,Philip Louis,221.0
9248,Knepper,Robert Wesley,270.0
9249,Knepper,Charles,266.0
9250,Knerr,Wallace Luther,283.0
9251,Knetzer,Elmer Ellsworth,250.0
9252,Knicely,Alan Lee,262.0
9253,Knickerbocker,Austin Jay,256.0
9254,Knickerbocker,William Hart,241.0
9255,Knight,Brandon Michael,247.0
9256,Knight,George Henry,
9257,Knight,Elmer Russell,247.0
9258,Knight,Jonah William,256.0
9259,Knight,John Wesley,254.0
9260,Knight,Alonzo P.,236.0
9261,Knight,Charles Ray,258.0
9262,Knisely,Peter Cole,254.0
9263,Knoblauch,Edward Charles,244.0
9264,Knode,Kenneth Thomson,230.0
9265,Knode,Robert Troxell,230.0
9266,Knoedler,Justin Joseph,284.0
9267,Knolls,Oscar Edward,264.0
9268,Knoll,Charles Elmer,237.0
9269,Knoop,Robert Frank,243.0
9270,Knorr,Randy Duane,279.0
9271,Knothe,Wilfred Edgar,250.0
9272,Knothe,George Bertram,235.0
9273,Knott,Eric James,260.0
9274,Knotts,Gary Everett,311.0
9275,Knott,John Henry,274.0
9276,Knotts,Joseph Steven,239.0
9277,Knott,Jonathan David,295.0
9278,Knouff,Edward Augustine,
9279,Knowdell,Jacob Augustus,215.0
9280,Knowlton,William Young,
9281,Knowles,Darold Duane,252.0
9282,Knowles,James,229.0
9283,Knowlson,Thomas Herbert,249.0
9284,Knox,Andrew Jackson,
9285,Knox,Clifford Hiram,249.0
9286,Knox,John Clinton,242.0
9287,Knudson,Guido Joel,258.0
9288,Knudsen,Kurt David,259.0
9289,Knudson,Mark Richard,292.0
9290,Koback,Nicholas Nicholie,259.0
9291,Kobayashi,Masahide,267.0
9292,Kobel,Kevin Richard,252.0
9293,Kobernus,Jeffrey Gilbert,264.0
9294,Koch,Alan Goodman,271.0
9295,Koch,Barnett,208.0
9296,Koch,William Christopher,293.0
9297,Kocher,Bradley Wilson,259.0
9298,Koch,Matthew David,290.0
9299,Koecher,Richard Finlay,273.0
9300,Koegel,Peter John,308.0
9301,Koehler,Bernard James,245.0
9302,Koehler,Horace Levering,235.0
9303,Koehler,Thomas R.,310.0
9304,Koelling,Brian Wayne,260.0
9305,Koenecke,Leonard George,251.0
9306,Koenig,Mark Anthony,252.0
9307,Koenigsmark,Willis Thomas,256.0
9308,Koestner,Elmer Joseph,248.0
9309,Kohler,Henry C.,
9310,Kohlman,Joseph James,232.0
9311,Kohlmeier,Ryan Lyle,269.0
9312,Kohn,Michael Thomas,274.0
9313,Kokos,Richard Jerome,238.0
9314,Kolb,Brandon Charles,263.0
9315,Kolb,Daniel Lee,261.0
9316,Kolb,Edward William,
9317,Kolb,Gary Alan,266.0
9318,Kolloway,Donald Martin,275.0
9319,Kolp,Raymond Carl,257.0
9320,Kolseth,Karl Dickey,254.0
9321,Kolstad,Harold Everette,259.0
9322,Komatsu,Erik Jordan,245.0
9323,Komine,Shane Kenji,244.0
9324,Komiyama,Satoru,255.0
9325,Kommers,Frederick Raymond,247.0
9326,Komminsk,Brad Lynn,276.0
9327,Konerko,Paul Henry,294.0
9328,Konetchy,Edward Joseph,269.0
9329,Konieczny,Douglas James,296.0
9330,Konikowski,Alexander James,260.0
9331,Konnick,Michael Aloysius,249.0
9332,Konopka,Bruno Bruce,264.0
9333,Konstanty,Casimir James,275.0
9334,Kontos,George Nicholas,290.0
9335,Konuszewski,Dennis John,285.0
9336,Koob,Ernest Gerald,230.0
9337,Koo,Dae-Sung,258.0
9338,Koonce,Calvin Lee,258.0
9339,Koonce,Graham Clinton,296.0
9340,Koons,Harry M.,242.0
9341,Koosman,Jerome Martin,279.0
9342,Kopacz,George Felix,268.0
9343,Kopf,William Lorenz,229.0
9344,Kopf,Walter Henry,239.0
9345,Koplitz,Howard Dean,260.0
9346,Koplove,Michael Paul,237.0
9347,Koppe,Joseph,235.0
9348,Kopp,Merlin Henry,226.0
9349,Kopshaw,George Karl,247.0
9350,Korcheck,Stephen Joseph,278.0
9351,Korecky,Robert John,256.0
9352,Kores,Arthur Emil,236.0
9353,Korince,George Eugene,285.0
9354,Koronka,John Vincent,272.0
9355,Korwan,James,254.0
9356,Kosco,Andrew John,280.0
9357,Koshansky,Joseph Steven,306.0
9358,Koshorek,Clement John,229.0
9359,Koski,William John,261.0
9360,Koskie,Cordel Leonard,290.0
9361,Koslo,George Bernard,251.0
9362,Koslofski,Kevin Craig,233.0
9363,Kosman,Michael Thomas,229.0
9364,Kostal,Joseph William,196.0
9365,Koster,Frederick Charles,235.0
9366,Kostro,Frank Jerry,264.0
9367,Kotchman,Casey John,295.0
9368,Kotsay,Mark Steven,292.0
9369,Kottaras,George,272.0
9370,Koufax,Sanford,284.0
9371,Koukalik,Joseph,228.0
9372,Koupal,Louis Laddie,246.0
9373,Kouzmanoff,Kevin,283.0
9374,Kowalik,Fabian Lorenz,256.0
9375,Kowitz,Brian Mark,252.0
9376,Koy,Ernest Anyz,272.0
9377,Kozar,Albert Kenneth,242.0
9378,Kozlowski,Benjamin Anthony,298.0
9379,Kozma,Peter Michael,262.0
9380,Kracher,Joseph Peter,256.0
9381,Kraemer,Joseph Wayne,259.0
9382,Kraft,Clarence Otto,262.0
9383,Krakauskas,Joseph Victor Lawrence,276.0
9384,Kralick,John Francis,254.0
9385,Kraly,Steve Charles,222.0
9386,Kramer,John Henry,264.0
9387,Kramer,Randall John,244.0
9388,Kramer,Thomas Joseph,257.0
9389,Kranepool,Edward Emil,280.0
9390,Krapp,Eugene Hamlet,232.0
9391,Kratz,Erik Floyd,316.0
9392,Krause,Charles Fredrick,
9393,Krause,Harry William,235.0
9394,Kraus,John William,266.0
9395,Krausse,Lewis Bernard,239.0
9396,Krausse,Lewis Bernard,247.0
9397,Krauss,Marc S.,319.0
9398,Kravec,Kenneth Peter,259.0
9399,Kravitz,Daniel,266.0
9400,Krawczyk,Raymond Allen,257.0
9401,Kreeger,Edward F.,
9402,Kreevich,Michael Andreas,235.0
9403,Krehmeyer,Charles L.,250.0
9404,Kreitner,Albert Joseph,265.0
9405,Kreitz,Ralph Wesley,244.0
9406,Kremers,James Edward,280.0
9407,Kremer,Remy Peter,263.0
9408,Kremmel,James Louis,247.0
9409,Krenchicki,Wayne Richard,253.0
9410,Kress,Charles Steven,262.0
9411,Kress,Ralph,236.0
9412,Kretlow,Louis Henry,259.0
9413,Kreuger,Richard Allen,259.0
9414,Kreuter,Chadden Michael,264.0
9415,Kreutzer,Franklin James,248.0
9416,Krichell,Paul Bernard,217.0
9417,Krieg,William Frederick,248.0
9418,Krieger,Kurt Ferdinand,287.0
9419,Krist,Howard Wilbur,248.0
9420,Krivda,Rick Michael,253.0
9421,Krock,August H.,268.0
9422,Kroeger,Joshua J.,305.0
9423,Kroenke,Zachary B.,289.0
9424,Kroh,Floyd Myron,260.0
9425,Krol,Ian A.,283.0
9426,Krol,John Thomas,246.0
9427,Kroll,Gary Melvin,298.0
9428,Kroner,John Harold,257.0
9429,Kroon,Marc Jason,264.0
9430,Krsnich,Michael,263.0
9431,Krsnich,Rocco Peter,247.0
9432,Krueger,William Culp,282.0
9433,Krueger,Ernest George,255.0
9434,Krueger,Arthur William,232.0
9435,Krug,Everett Ben,276.0
9436,Kruger,Abraham,264.0
9437,Kruger,Arthur Theodore,257.0
9438,Krug,Gary Eugene,301.0
9439,Krug,Henry Charles,
9440,Krug,Martin John,234.0
9441,Kruk,John Martin,240.0
9442,Krukow,Michael Edward,282.0
9443,Krumm,Albert,
9444,Kryhoski,Richard David,256.0
9445,Krynzel,David Benjamin,253.0
9446,Kubek,Anthony Christopher,265.0
9447,Kubel,Jason James,292.0
9448,Kubenka,Jeffrey Scot,265.0
9449,Kubiak,Theodore Rodger,247.0
9450,Kubinski,Timothy Mark,281.0
9451,Kubiszyn,John Henry,241.0
9452,Kubitza,Kyle Andrew,285.0
9453,Kubski,Gilbert Thomas,260.0
9454,Kucab,John Albert,259.0
9455,Kucek,John Andrew Charles,274.0
9456,Kucks,John Charles,245.0
9457,Kuczek,Stanislaw Leo,232.0
9458,Kuczynski,Bernard Carl,267.0
9459,Kuehl,Karl Otto,246.0
9460,Kuehne,William J.,253.0
9461,Kuenn,Harvey Edward,261.0
9462,Kuhaulua,Fred Mahele,246.0
9463,Kuhel,Joseph Anthony,252.0
9464,Kuhl,Chad Michael,295.0
9465,Kuhn,Bowie Kent,
9466,Kuhn,Bernard Daniel,255.0
9467,Kuhn,Kenneth Harold,245.0
9468,Kuhns,Charles Benton,229.0
9469,Kuhn,Charles Walter,229.0
9470,Kuiper,Duane Eugene,247.0
9471,Kull,John A.,264.0
9472,Kume,John Michael,268.0
9473,Kunkel,William Gustave James,260.0
9474,Kunkel,Jeffrey William,254.0
9475,Kuntz,Russell Jay,265.0
9476,Kunz,Earl Dewey,240.0
9477,Kunz,Edward Cory,338.0
9478,Kuo,Hung-Chih,314.0
9479,Kuroda,Hiroki,278.0
9480,Kurosaki,Ryan Yoshitomo,230.0
9481,Kurowski,George John,264.0
9482,Kurtz,Harold James,280.0
9483,Kusel,Edward Daniel,237.0
9484,Kush,Emil Benedict,256.0
9485,Kusick,Craig Robert,285.0
9486,Kusnyer,Arthur William,271.0
9487,Kustus,Joseph Julius,
9488,Kutcher,Randy Scott,241.0
9489,Kutina,Joseph Peter,279.0
9490,Kutyna,Marion John,262.0
9491,Kutzler,Jerry Scott,248.0
9492,Kuwata,Masumi,255.0
9493,Kuzava,Robert Leroy,276.0
9494,Kvasnak,Alexander,243.0
9495,Kyle,Andrew Ewing,228.0
9496,Laabs,Chester Peter,243.0
9497,Labandeira,John Joshua,247.0
9498,Labine,Clement Walter,252.0
9499,Laboy,Jose Alberto,235.0
9500,Lacey,Robert Joseph,287.0
9501,LaChance,George Joseph,256.0
9502,Lachemann,Marcel Ernest,257.0
9503,Lachemann,Rene George,270.0
9504,Lachowicz,Allen Robert,273.0
9505,Lackey,William Doddridge,
9506,Lackey,John Derran,313.0
9507,LaCock,Ralph Pierre,274.0
9508,LaCorte,Frank Joseph,253.0
9509,LaCoss,Michael James,262.0
9510,Lacy,Osceola Guy,241.0
9511,Lacy,Kerry Ardeen,269.0
9512,Lacy,Leondaus,248.0
9513,Ladd,Arthur Clifford,256.0
9514,Ladd,Peter Linwood,303.0
9515,Lade,Doyle Marion,253.0
9516,Ladendorf,Tyler James,266.0
9517,Ladew,Stephen F.,
9518,Lafata,Joseph Joseph,235.0
9519,Laffey,Aaron Steven,261.0
9520,Lafferty,Frank Bernard,230.0
9521,Lafitte,Edward Francis,262.0
9522,LaForest,Pierre Luc,284.0
9523,LaForest,Byron Joseph,234.0
9524,LaFrancois,Roger Victor,289.0
9525,LaFromboise,Robert Joseph,301.0
9526,Laga,Michael Russell,284.0
9527,Lagares,Juan Osvaldo,288.0
9528,Lagger,Edwin Joseph,275.0
9529,LaGrow,Lerrin Harris,297.0
9530,LaHair,Bryan Allan,322.0
9531,Lahoud,Joseph Michael,271.0
9532,Lahti,Jeffrey Allen,252.0
9533,Laird,Brandon J.,288.0
9534,Laird,Gerald Lee,303.0
9535,Lajeskie,Richard Edward,246.0
9536,Lajoie,Napoleon,268.0
9537,Lake,Edward Erving,226.0
9538,Lake,Frederick Lovett,240.0
9539,Lake,Joseph Henry,257.0
9540,Lake,Junior Osvaldo,304.0
9541,Lakeman,Albert Wesley,269.0
9542,Laker,Timothy John,259.0
9543,Lake,Steven Michael,253.0
9544,Lalli,Blake Thomas,283.0
9545,Lally,Daniel J.,281.0
9546,Lamabe,John Alexander,271.0
9547,LaMacchia,Alfred Anthony,260.0
9548,Lamanske,Frank James,241.0
9549,LaManna,Frank,269.0
9550,Lamanno,Raymond Simond,257.0
9551,Lamar,William Harmong,258.0
9552,LaMarre,Ryan M.,283.0
9553,LaMaster,Noble Wayne,238.0
9554,Lamb,David Christian,239.0
9555,Lambert,Christopher Raymond,278.0
9556,Lambert,Clayton Patrick,259.0
9557,Lambert,Eugene Marion,246.0
9558,Lambeth,Otis Samuel,247.0
9559,Lamb,Jacob Ryan,290.0
9560,Lamb,John Andrew,255.0
9561,Lamb,John Michael,281.0
9562,Lamb,Lyman Raymond,217.0
9563,Lamb,Michael Robert,278.0
9564,Lambo,Andrew Francis,295.0
9565,Lamb,Raymond Richard,243.0
9566,Lamer,Pierre,240.0
9567,Lamlein,Frederick Arthur,242.0
9568,Lamont,Gene William,268.0
9569,LaMotte,Robert Eugene,231.0
9570,Lampard,Christopher Keith,271.0
9571,Lamp,Dennis Patrick,276.0
9572,Lampe,Henry Joseph,246.0
9573,Lampkin,Thomas Michael,251.0
9574,Lanahan,Richard Anthony,258.0
9575,Lancaster,Lester Wayne,274.0
9576,Lance,Gary Dean,270.0
9577,Lancellotti,Richard Anthony,270.0
9578,Land,William Gilbert,236.0
9579,Landenberger,Kenneth Henry,275.0
9580,Landestoy,Rafael Silvaldo,235.0
9581,Land,Grover Cleveland,262.0
9582,Landis,William Henry,252.0
9583,Landis,Samuel H.,243.0
9584,Landis,James Henry,253.0
9585,Landis,Kenesaw Mountain,
9586,Landrum,Thomas William,259.0
9587,Landrum,Cedric Bernard,234.0
9588,Landrum,Donald Leroy,252.0
9589,Landrith,Hobart Neal,240.0
9590,Landrum,Jesse Glenn,246.0
9591,Landrum,Joseph Butler,251.0
9592,Landreaux,Kenneth Francis,235.0
9593,Landreth,Larry Robert,248.0
9594,Landrum,Terry Lee,246.0
9595,Lane,George M.,
9596,Lane,Richard Harrison,249.0
9597,Lane,James Hunter,236.0
9598,Lane,Jason Dean,299.0
9599,Lane,Jerald Hal,277.0
9600,Lane,Marvin,251.0
9601,Lanford,Lewis Grover,222.0
9602,Lanfranconi,Walter Oswald,222.0
9603,Lang,Robert David,281.0
9604,Lang,Donald Charles,247.0
9605,Lange,William Alexander,263.0
9606,Lange,Richard Otto,255.0
9607,Lange,Erwin Henry,240.0
9608,Lange,Frank Herman Carl,251.0
9609,Langerhans,Ryan David,295.0
9610,Langford,James Rick,252.0
9611,Langford,Elton,252.0
9612,Lang,Martin John,231.0
9613,Langsford,Robert William,235.0
9614,Langston,Mark Edward,251.0
9615,Langwell,Matthew August,294.0
9616,Lanier,Harold Clifton,254.0
9617,Lanier,Hubert Max,251.0
9618,Lanier,Lorenzo,218.0
9619,Lankford,Frank Greenfield,264.0
9620,Lankford,Raymond Lewis,251.0
9621,Lannan,John Edward,311.0
9622,Lanning,John Young,258.0
9623,Lanning,Lester Alfred,234.0
9624,Lanning,Thomas Newton,238.0
9625,Lansford,Carney Ray,269.0
9626,Lansford,Joseph Dale,302.0
9627,Lansing,Eugene Hewitt,258.0
9628,Lansing,Michael Thomas,247.0
9629,LaPalme,Paul Edmore,245.0
9630,Lapan,Peter Nelson,232.0
9631,Lapihuska,Andrew,245.0
9632,LaPoint,David Jeffrey,280.0
9633,LaPointe,Raoul Robert,256.0
9634,LaPorte,Frank Breyfogle,243.0
9635,LaPorta,Matthew Vincent,289.0
9636,Lapp,John Walker,228.0
9637,Lara,Juan Manuel,264.0
9638,Lara,Yovanny B.,256.0
9639,Larish,Jeffrey David,274.0
9640,Larker,Norman Howard John,257.0
9641,Larkin,P.,
9642,Larkin,Andrew Dane,251.0
9643,Larkin,Barry Louis,257.0
9644,Larkin,Edward Francis,
9645,Larkin,Eugene Thomas,270.0
9646,Larkin,Henry E.,245.0
9647,Larkin,Patrick Cliborn,252.0
9648,Larkin,Stephen Patrick,268.0
9649,Larkin,Stephen Karari,262.0
9650,Larkin,Frank S.,
9651,Larmore,Robert McKahan,255.0
9652,LaRoche,David Adam,279.0
9653,LaRoche,Andrew Christian,277.0
9654,LaRoche,David Eugene,274.0
9655,LaRocca,Gregory Mark,256.0
9656,LaRocque,Simeon Henry Jean,261.0
9657,LaRoss,Harry Raymond,241.0
9658,LaRose,Henry John,258.0
9659,LaRose,Victor Raymond,251.0
9660,Larsen,Don James,291.0
9661,Larsen,Erling Adell,241.0
9662,Larson,Brandon John,282.0
9663,Larson,Daniel James,247.0
9664,LaRue,Michael Jason,271.0
9665,LaRussa,Anthony,247.0
9666,Lary,Alfred Allen,260.0
9667,Lary,Frank Strong,246.0
9668,Lary,Lynford Hobart,237.0
9669,Lasher,Frederick Walter,265.0
9670,Laskey,William Alan,267.0
9671,Lasley,Willard Almond,247.0
9672,Lasorda,Thomas Charles,245.0
9673,Lassetter,Donald O'Neal,275.0
9674,La Stella,Thomas F.,251.0
9675,Latham,Walter Arlington,218.0
9676,Latham,William Carol,264.0
9677,Latham,Christopher Joseph,267.0
9678,Latham,George Warren,232.0
9679,Lathers,Charles Ten Eyck,252.0
9680,Lathrop,William George,258.0
9681,Latimer,Clifford Wesley,232.0
9682,Latman,Arnold Barry,285.0
9683,Latos,Mathew Adam,323.0
9684,Lattimore,William Hershel,234.0
9685,Lau,Charles Richard,262.0
9686,Lauder,William,230.0
9687,Laudner,Timothy Jon,287.0
9688,Lauer,John Charles,253.0
9689,Laughlin,Benjamin,
9690,Lauterborn,William Bernard,206.0
9691,Lauzerique,George Albert,253.0
9692,Lavagetto,Harry Arthur,242.0
9693,LaValliere,Michael Eugene,250.0
9694,Lavan,John Leonard,219.0
9695,Lavarnway,Ryan Cole,316.0
9696,Lavelle,Gary Robert,264.0
9697,Lavender,James Sanford,236.0
9698,LaVigne,Arthur David,232.0
9699,Lavin,John,246.0
9700,Law,Derek Robert,284.0
